"title","address","gasPrices/0/currency","gasPrices/0/gasType","gasPrices/0/price","gasPrices/0/priceTag","gasPrices/0/unit","gasPrices/0/updatedAt","gasPrices/1/currency","gasPrices/1/gasType","gasPrices/1/price","gasPrices/1/priceTag","gasPrices/1/unit","gasPrices/1/updatedAt","gasPrices/2/currency","gasPrices/2/gasType","gasPrices/2/price","gasPrices/2/priceTag","gasPrices/2/unit","gasPrices/2/updatedAt","gasPrices/3/currency","gasPrices/3/gasType","gasPrices/3/price","gasPrices/3/priceTag","gasPrices/3/unit","gasPrices/3/updatedAt","website","phone","totalScore","rank","reviewsCount","isAdvertisement","categoryName","searchString","url"
"Chevron","7070 Clairemont Mesa Blvd, San Diego, CA 92117","USD","Regular","6.4","$6.40","gallon","2023-10-02T11:27:34.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-02T11:56:03.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-02T13:12:54.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T11:27:34.000Z","http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 922-4894","3.7","34","20","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8330281,-117.164281,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff848b967803:0xbed3dab4ab1cd85e!8m2!3d32.8330281!4d-117.164281!16s%2Fg%2F11_t03_jh?hl=en&entry=ttu"
"Chevron","6949 Linda Vista Rd, San Diego, CA 92111","USD","Regular","6.4","$6.40","gallon","2023-10-02T11:27:32.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-02T15:35:41.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-02T15:35:41.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T15:35:41.000Z","https://www.chevron.com/","(858) 740-7608","2.8","33","15","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7861031,-117.1701442,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95552633136eb:0x68e81b502c77b30b!8m2!3d32.7861031!4d-117.1701442!16s%2Fg%2F1hhx1sdh7?hl=en&entry=ttu"
"ARCO","1619 G St, San Diego, CA 92101","USD","Regular","6.8","$6.80","gallon","2023-10-02T14:30:10.000Z","USD","Midgrade","7","$7.00","gallon","2023-10-02T14:30:10.000Z","USD","Premium","6.8","$6.80","gallon","2023-09-26T15:10:01.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 235-6742","3.8","32","215","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.712416,-117.1490845,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953674c67c0c3:0xf854f2a7b9530c31!8m2!3d32.712416!4d-117.1490845!16s%2Fg%2F11b66l1d8v?hl=en&entry=ttu"
"Shell","3150 Adams Ave, San Diego, CA 92116","USD","Regular","6.4","$6.40","gallon","2023-10-02T15:31:45.000Z","USD","Midgrade","6.65","$6.65","gallon","2023-10-01T12:56:18.000Z","USD","Premium","6.85","$6.85","gallon","2023-10-02T13:50:27.000Z",,,,,,,"https://find.shell.com/us/fuel/12622529-3150-adams-ave/en_US","(619) 326-8768","4.1","31","84","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.76358,-117.1263081,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95511cdb01b59:0x9c8b8e95f5067c23!8m2!3d32.76358!4d-117.1263081!16s%2Fg%2F11gh_fm55p?hl=en&entry=ttu"
"Chevron San Diego","4180 Park Blvd, San Diego, CA 92103","USD","Regular","6.6","$6.60","gallon","2023-10-01T06:57:52.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-10-01T11:47:18.000Z","USD","Premium","7","$7.00","gallon","2023-09-30T10:41:20.000Z","USD","Diesel","6.3","$6.30","gallon","2023-09-30T06:21:39.000Z","https://www.chevronwithtechron.com/en_us/home/find-a-station.html","(619) 260-1209","3.4","30","40","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron+San+Diego/@32.7541744,-117.1466759,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954e6d0b65a39:0x5328a6105d446ac!8m2!3d32.7541744!4d-117.1466759!16s%2Fg%2F113hnd0my?hl=en&entry=ttu"
"Food Mart & Gas","915 Camino del Rio S, San Diego, CA 92108",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","29","90","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Food+Mart+%26+Gas/@32.7639469,-117.1552187,17z/data=!3m1!4b1!4m6!3m5!1s0x80d955a390123841:0x3092b6c99391e1df!8m2!3d32.7639469!4d-117.1552187!16s%2Fg%2F11h7sntmmx?hl=en&entry=ttu"
"ARCO","3860 Old Town Ave, San Diego, CA 92110","USD","Regular","6.2","$6.20","gallon","2023-10-02T10:09:00.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-01T14:03:59.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-01T14:03:59.000Z","USD","Diesel","7.1","$7.10","gallon","2023-10-02T03:36:28.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(619) 291-1947","3.7","28","339","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.7484734,-117.1932252,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab209ab93013:0xf97cb32477354d01!8m2!3d32.7484734!4d-117.1932252!16s%2Fg%2F12608x6gr?hl=en&entry=ttu"
"Speedway","833 Turquoise St, San Diego, CA 92109","USD","Regular","6.2","$6.20","gallon","2023-10-01T06:15:30.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T14:52:22.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T14:52:22.000Z",,,,,,,"https://www.speedway.com/locations/CA/San-Diego/833-TURQUOISE-ST","(858) 488-4215","4.1","27","20","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Speedway/@32.8084527,-117.2587554,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01075cc9e135:0xaeae55e526437c5c!8m2!3d32.8084527!4d-117.2587554!16s%2Fg%2F11jk_1ldsx?hl=en&entry=ttu"
"Chevron","1832 W Washington St, San Diego, CA 92103","USD","Regular","6.4","$6.40","gallon","2023-10-02T11:27:35.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-02T11:27:35.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-02T11:27:35.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T11:27:35.000Z","https://www.chevronwithtechron.com/station/1832-W-Washington-St-San-Diego-CA-92103-id90519",,"3.8","25","156","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7431442,-117.1819223,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab2e45c9c913:0xa89348ceb883d459!8m2!3d32.7431442!4d-117.1819223!16s%2Fg%2F1v_nctq7?hl=en&entry=ttu"
"Chevron","1575 Garnet Ave, San Diego, CA 92109","USD","Regular","6.2","$6.20","gallon","2023-10-02T14:51:14.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T14:51:14.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-01T16:29:02.000Z",,,,,,,"https://www.chevronwithtechron.com/station/1575-Garnet-Ave-San-Diego-CA-92109-id94913","(858) 273-6621","3.9","26","84","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.799453,-117.241073,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01c08a16503b:0x8302f1dab9487f0e!8m2!3d32.799453!4d-117.241073!16s%2Fg%2F1tfvhhr5?hl=en&entry=ttu"
"Shell","3711 Camino del Rio W, San Diego, CA 92110","USD","Regular","6.46","$6.46","gallon","2023-10-02T13:23:09.000Z","USD","Midgrade","6.82","$6.82","gallon","2023-10-02T02:27:34.000Z","USD","Premium","7.08","$7.08","gallon","2023-09-30T15:55:36.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T07:43:10.000Z","https://find.shell.com/us/fuel/10006097-3711-camino-del-rio-w/en_US","(619) 298-9523","2.7","24","64","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7543194,-117.2047217,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaae5b34553ad:0xd136f49d5da7ab2!8m2!3d32.7543194!4d-117.2047217!16s%2Fg%2F1tglz8_4?hl=en&entry=ttu"
"76","2305 Sunset Cliffs Blvd, San Diego, CA 92107","USD","Regular","6.25","$6.25","gallon","2023-10-02T11:49:26.000Z","USD","Midgrade","6.45","$6.45","gallon","2023-09-30T10:03:13.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-01T13:01:27.000Z",,,,,,,"https://rocketstores.com/","(619) 224-1477","4.2","23","144","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.75113,-117.24171,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa47042df9ad:0xfb2f920efc6e7f33!8m2!3d32.75113!4d-117.24171!16s%2Fg%2F11bw21rfk1?hl=en&entry=ttu"
"Bay Park Fuel","1550 Morena Blvd, San Diego, CA 92110","USD","Regular","6.08","$6.08","gallon","2023-10-02T14:51:43.000Z","USD","Midgrade","6.28","$6.28","gallon","2023-10-02T14:51:43.000Z","USD","Premium","6.48","$6.48","gallon","2023-10-02T14:51:43.000Z","USD","Diesel","6.7","$6.70","gallon","2023-10-02T14:51:43.000Z",,"(619) 275-0777","3.5","22","152","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Bay+Park+Fuel/@32.7746014,-117.2064149,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa91acc49dab:0xc30ea24ec426a2fe!8m2!3d32.7746014!4d-117.2064149!16s%2Fg%2F1q6j20jdb?hl=en&entry=ttu"
"Good Point Gasoline","1076 Rosecrans St, San Diego, CA 92106","USD","Regular","6.24","$6.24","gallon","2023-10-01T15:18:16.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-09-30T14:11:28.000Z","USD","Premium","6.72","$6.72","gallon","2023-09-27T22:00:00.000Z",,,,,,,"https://www.goodpointgas.com/","(619) 224-2578","4.2","17","32","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Good+Point+Gasoline/@32.7214413,-117.2323265,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaba2d4d50949:0x88306447537f2b4b!8m2!3d32.7214413!4d-117.2323265!16s%2Fg%2F11bvt9kf6_?hl=en&entry=ttu"
"Shell","5970 Santo Rd, San Diego, CA 92124","USD","Regular","6.3","$6.30","gallon","2023-10-02T11:42:56.000Z","USD","Midgrade","6.65","$6.65","gallon","2023-10-02T07:48:19.000Z","USD","Premium","6.85","$6.85","gallon","2023-10-02T07:48:19.000Z",,,,,,,"https://find.shell.com/us/fuel/12622528-5970-santo-rd/en_US","(858) 987-0473","3.8","16","127","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.8396651,-117.0980534,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffde0334ab23:0xf66a50e8687f950!8m2!3d32.8396651!4d-117.0980534!16s%2Fg%2F11btx01f_l?hl=en&entry=ttu"
"Chevron","2290 Camino Del Rio N, San Diego, CA 92108","USD","Regular","6.8","$6.80","gallon","2023-10-02T14:36:54.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-09-28T11:41:25.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T05:32:45.000Z",,,,,,,"http://www.chevron.com/","(619) 299-1930","2.4","14","41","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.771488,-117.1407478,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9551a8178fced:0x36da543fba18d98e!8m2!3d32.771488!4d-117.1407478!16s%2Fg%2F1wg5y90t?hl=en&entry=ttu"
"ARCO","9320 Mira Mesa Blvd, San Diego, CA 92126","USD","Regular","6.1","$6.10","gallon","2023-10-02T12:48:54.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-02T10:26:22.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-02T05:08:00.000Z","USD","Diesel","6.2","$6.20","gallon","2023-10-02T05:08:00.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(858) 566-1944","3.9","15","225","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.9176457,-117.1246403,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf91dc43d620b:0xa3c20d8765a73245!8m2!3d32.9176457!4d-117.1246403!16s%2Fg%2F1z44zn389?hl=en&entry=ttu"
"Chevron","7737 Balboa Ave, San Diego, CA 92111","USD","Regular","6.4","$6.40","gallon","2023-10-02T15:22:18.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T14:25:35.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-02T11:27:30.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T13:58:42.000Z","https://www.chevronwithtechron.com/station/","(858) 576-0457","3.4","13","17","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8214141,-117.1564582,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff935cf554dd:0xd5b72ca25fd696b4!8m2!3d32.8214141!4d-117.1564582!16s%2Fg%2F1hhx1vnn8?hl=en&entry=ttu"
"Shell","7785 Clairemont Mesa Blvd, San Diego, CA 92111","USD","Regular","6.5","$6.50","gallon","2023-10-02T12:23:50.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T09:18:41.000Z","USD","Premium","6.81","$6.81","gallon","2023-10-02T11:24:04.000Z","USD","Diesel","6.6","$6.60","gallon","2023-10-02T12:27:42.000Z","https://find.shell.com/us/fuel/10006246-7785-clairemont-mesa-blvd","(858) 576-0114","3.5","11","76","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.8324227,-117.1537497,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff99c7da87c5:0xb4908b4536f32114!8m2!3d32.8324227!4d-117.1537497!16s%2Fg%2F1q5bngc6j?hl=en&entry=ttu"
"Chevron ExtraMileSan Diego","3690 Murphy Canyon Rd, San Diego, CA 92123","USD","Regular","6.5","$6.50","gallon","2023-10-02T13:38:07.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T04:51:16.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-02T15:27:51.000Z","USD","Diesel","6.4","$6.40","gallon","2023-10-02T01:06:14.000Z","http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 874-3119","3.3","12","22","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron+ExtraMileSan+Diego/@32.8086106,-117.116586,17z/data=!3m1!4b1!4m6!3m5!1s0x80d955878bc08a57:0x19d02837ccea60ed!8m2!3d32.8086106!4d-117.116586!16s%2Fg%2F1tsr3hch?hl=en&entry=ttu"
"Shell","2075 Balboa Ave, San Diego, CA 92109","USD","Regular","6","$6.00","gallon","2023-10-02T15:14:18.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T14:48:06.000Z","USD","Premium","6.3","$6.30","gallon","2023-10-02T08:56:39.000Z",,,,,,,"https://find.shell.com/us/fuel/10008235-2075-balboa-avenue","(858) 272-2844","4.1","10","156","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.800117,-117.231625,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01c887fe456b:0xdff1fc210bd23181!8m2!3d32.800117!4d-117.231625!16s%2Fg%2F1z44bf996?hl=en&entry=ttu"
"Chevron","7740 Copley Park Pl, San Diego, CA 92111",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.chevronwithtechron.com/station/7740-Copley-Park-Place-San-Diego-CA-92111-id371115","(858) 292-5552","3.4","9","21","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8365766,-117.1528998,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff9929d22a55:0x957ff0af082a569d!8m2!3d32.8365766!4d-117.1528998!16s%2Fg%2F1hhwyfvfd?hl=en&entry=ttu"
"Shell","3535 India St, San Diego, CA 92103","USD","Regular","6.8","$6.80","gallon","2023-10-02T14:59:03.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-01T21:08:03.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T10:36:54.000Z",,,,,,,"https://find.shell.com/us/fuel/10016486-3535-india-st","(619) 296-4673","3.7","6","91","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7397335,-117.1778504,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab324af4739f:0x786a7eee6f114ac8!8m2!3d32.7397335!4d-117.1778504!16s%2Fg%2F1hf2qgbzr?hl=en&entry=ttu"
"ARCO","8820 Clairemont Mesa Blvd, San Diego, CA 92123","USD","Regular","6.3","$6.30","gallon","2023-10-02T12:02:18.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-09-30T21:42:32.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-02T00:50:59.000Z","USD","Diesel","6.7","$6.70","gallon","2023-09-30T21:42:32.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(858) 569-0629","3.9","5","166","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.8319,-117.13779,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffb09d29329b:0xc55b4a41bf95c673!8m2!3d32.8319!4d-117.13779!16s%2Fg%2F1q6j83_lc?hl=en&entry=ttu"
