"title","address","gasPrices/0/currency","gasPrices/0/gasType","gasPrices/0/price","gasPrices/0/priceTag","gasPrices/0/unit","gasPrices/0/updatedAt","gasPrices/1/currency","gasPrices/1/gasType","gasPrices/1/price","gasPrices/1/priceTag","gasPrices/1/unit","gasPrices/1/updatedAt","gasPrices/2/currency","gasPrices/2/gasType","gasPrices/2/price","gasPrices/2/priceTag","gasPrices/2/unit","gasPrices/2/updatedAt","gasPrices/3/currency","gasPrices/3/gasType","gasPrices/3/price","gasPrices/3/priceTag","gasPrices/3/unit","gasPrices/3/updatedAt","website","phone","totalScore","rank","reviewsCount","isAdvertisement","categoryName","searchString","url"
"Chevron","1832 W Washington St, San Diego, CA 92103","USD","Regular","6.3","$6.30","gallon","2023-10-03T09:15:59.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T09:51:14.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T09:51:14.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-03T09:15:59.000Z","https://www.chevronwithtechron.com/station/1832-W-Washington-St-San-Diego-CA-92103-id90519",,"3.8","26","156","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7431442,-117.1819223,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab2e45c9c913:0xa89348ceb883d459!8m2!3d32.7431442!4d-117.1819223!16s%2Fg%2F1v_nctq7?hl=en&entry=ttu"
"Shell","3711 Camino del Rio W, San Diego, CA 92110","USD","Regular","6.36","$6.36","gallon","2023-10-03T09:07:51.000Z","USD","Midgrade","6.78","$6.78","gallon","2023-10-03T06:27:23.000Z","USD","Premium","6.98","$6.98","gallon","2023-10-03T07:25:46.000Z","USD","Diesel","6.36","$6.36","gallon","2023-10-03T07:34:15.000Z","https://find.shell.com/us/fuel/10006097-3711-camino-del-rio-w/en_US","(619) 298-9523","2.7","25","64","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7543194,-117.2047217,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaae5b34553ad:0xd136f49d5da7ab2!8m2!3d32.7543194!4d-117.2047217!16s%2Fg%2F1tglz8_4?hl=en&entry=ttu"
"Bay Park Fuel","1550 Morena Blvd, San Diego, CA 92110","USD","Regular","6.08","$6.08","gallon","2023-10-03T11:48:00.000Z","USD","Midgrade","6.28","$6.28","gallon","2023-10-03T08:23:57.000Z","USD","Premium","6.48","$6.48","gallon","2023-10-02T14:51:43.000Z","USD","Diesel","6.7","$6.70","gallon","2023-10-03T08:23:57.000Z",,"(619) 275-0777","3.5","24","152","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Bay+Park+Fuel/@32.7746014,-117.2064149,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa91acc49dab:0xc30ea24ec426a2fe!8m2!3d32.7746014!4d-117.2064149!16s%2Fg%2F1q6j20jdb?hl=en&entry=ttu"
"76","2305 Sunset Cliffs Blvd, San Diego, CA 92107","USD","Regular","6.25","$6.25","gallon","2023-10-03T08:25:48.000Z","USD","Midgrade","6.45","$6.45","gallon","2023-10-03T08:25:48.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T08:25:48.000Z",,,,,,,"https://rocketstores.com/","(619) 224-1477","4.2","23","144","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.75113,-117.24171,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa47042df9ad:0xfb2f920efc6e7f33!8m2!3d32.75113!4d-117.24171!16s%2Fg%2F11bw21rfk1?hl=en&entry=ttu"
"Shell","3901 Governor Dr, San Diego, CA 92122","USD","Regular","6.3","$6.30","gallon","2023-10-03T08:28:07.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T08:28:07.000Z","USD","Premium","6.66","$6.66","gallon","2023-10-03T08:28:07.000Z",,,,,,,"https://find.shell.com/us/fuel/10087441-3901-governor-dr","(858) 453-0676","3.3","22","44","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.854389,-117.204065,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc00c3c5e83c91:0x79f3023e3d9dff45!8m2!3d32.854389!4d-117.204065!16s%2Fg%2F11c3p222b8?hl=en&entry=ttu"
"ARCO","5401 University Ave, San Diego, CA 92105",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 669-5050","3.9","21","167","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.748339,-117.07897,17z/data=!3m1!4b1!4m6!3m5!1s0x80d956a75e682493:0xabcad45d2de5fda7!8m2!3d32.748339!4d-117.07897!16s%2Fg%2F1q6kk896r?hl=en&entry=ttu"
"Chevron","3502 National Ave, San Diego, CA 92113","USD","Regular","6.7","$6.70","gallon","2023-10-03T09:18:44.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-03T09:18:44.000Z","USD","Premium","7","$7.00","gallon","2023-10-03T09:18:44.000Z",,,,,,,"https://www.chevronwithtechron.com/station/3502-National-Avenue-San-Diego-CA-92113-id301941",,"2.6","20","19","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.6962742,-117.1186346,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953a44e8f40e3:0xd21ce88ad25a143a!8m2!3d32.6962742!4d-117.1186346!16s%2Fg%2F1vnnjpkm?hl=en&entry=ttu"
"Good Point Gasoline","1076 Rosecrans St, San Diego, CA 92106","USD","Regular","6.24","$6.24","gallon","2023-10-02T16:53:30.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-09-30T14:11:28.000Z","USD","Premium","6.72","$6.72","gallon","2023-09-27T22:00:00.000Z",,,,,,,"https://www.goodpointgas.com/","(619) 224-2578","4.2","19","32","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Good+Point+Gasoline/@32.7214413,-117.2323265,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaba2d4d50949:0x88306447537f2b4b!8m2!3d32.7214413!4d-117.2323265!16s%2Fg%2F11bvt9kf6_?hl=en&entry=ttu"
"Shell","5970 Santo Rd, San Diego, CA 92124","USD","Regular","6.3","$6.30","gallon","2023-10-03T08:13:06.000Z","USD","Midgrade","6.55","$6.55","gallon","2023-10-03T08:20:57.000Z","USD","Premium","6.85","$6.85","gallon","2023-10-02T07:48:19.000Z",,,,,,,"https://find.shell.com/us/fuel/12622528-5970-santo-rd/en_US","(858) 987-0473","3.8","18","127","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.8396651,-117.0980534,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffde0334ab23:0xf66a50e8687f950!8m2!3d32.8396651!4d-117.0980534!16s%2Fg%2F11btx01f_l?hl=en&entry=ttu"
"ARCO","9320 Mira Mesa Blvd, San Diego, CA 92126","USD","Regular","6.1","$6.10","gallon","2023-10-03T08:57:42.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-02T10:26:22.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-02T05:08:00.000Z","USD","Diesel","6.2","$6.20","gallon","2023-10-02T05:08:00.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(858) 566-1944","3.9","17","225","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.9176457,-117.1246403,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf91dc43d620b:0xa3c20d8765a73245!8m2!3d32.9176457!4d-117.1246403!16s%2Fg%2F1z44zn389?hl=en&entry=ttu"
"ARCO","7731 Balboa Ave, San Diego, CA 92111",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(858) 737-4603","4","16","202","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.8214521,-117.1573386,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff93697c30c9:0xd981334c0e05606a!8m2!3d32.8214521!4d-117.1573386!16s%2Fg%2F1tf367gz?hl=en&entry=ttu"
"Chevron","2290 Camino Del Rio N, San Diego, CA 92108","USD","Regular","6.8","$6.80","gallon","2023-10-03T05:23:44.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-02T20:10:21.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T05:35:03.000Z",,,,,,,"http://www.chevron.com/","(619) 299-1930","2.4","15","41","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.771488,-117.1407478,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9551a8178fced:0x36da543fba18d98e!8m2!3d32.771488!4d-117.1407478!16s%2Fg%2F1wg5y90t?hl=en&entry=ttu"
"Chevron","7737 Balboa Ave, San Diego, CA 92111","USD","Regular","6.3","$6.30","gallon","2023-10-03T09:15:59.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T09:15:59.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T09:15:59.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-03T09:15:59.000Z","https://www.chevronwithtechron.com/station/","(858) 576-0457","3.4","14","17","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8214141,-117.1564582,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff935cf554dd:0xd5b72ca25fd696b4!8m2!3d32.8214141!4d-117.1564582!16s%2Fg%2F1hhx1vnn8?hl=en&entry=ttu"
"Chevron ExtraMileSan Diego","3690 Murphy Canyon Rd, San Diego, CA 92123","USD","Regular","6.1","$6.10","gallon","2023-10-03T09:19:23.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T04:51:16.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-02T01:06:14.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T06:26:22.000Z","http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 874-3119","3.3","13","22","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron+ExtraMileSan+Diego/@32.8086106,-117.116586,17z/data=!3m1!4b1!4m6!3m5!1s0x80d955878bc08a57:0x19d02837ccea60ed!8m2!3d32.8086106!4d-117.116586!16s%2Fg%2F1tsr3hch?hl=en&entry=ttu"
"Shell","2075 Balboa Ave, San Diego, CA 92109","USD","Regular","6","$6.00","gallon","2023-10-03T06:42:05.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T14:48:06.000Z","USD","Premium","6.3","$6.30","gallon","2023-10-03T08:37:36.000Z",,,,,,,"https://find.shell.com/us/fuel/10008235-2075-balboa-avenue","(858) 272-2844","4.1","12","156","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.800117,-117.231625,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01c887fe456b:0xdff1fc210bd23181!8m2!3d32.800117!4d-117.231625!16s%2Fg%2F1z44bf996?hl=en&entry=ttu"
"Shell","7785 Clairemont Mesa Blvd, San Diego, CA 92111","USD","Regular","6.51","$6.51","gallon","2023-10-03T09:06:39.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T09:18:41.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-03T08:44:57.000Z","USD","Diesel","6.6","$6.60","gallon","2023-10-03T08:54:19.000Z","https://find.shell.com/us/fuel/10006246-7785-clairemont-mesa-blvd","(858) 576-0114","3.5","11","76","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.8324227,-117.1537497,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff99c7da87c5:0xb4908b4536f32114!8m2!3d32.8324227!4d-117.1537497!16s%2Fg%2F1q5bngc6j?hl=en&entry=ttu"
"Chevron","7740 Copley Park Pl, San Diego, CA 92111",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.chevronwithtechron.com/station/7740-Copley-Park-Place-San-Diego-CA-92111-id371115","(858) 292-5552","3.4","10","21","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8365766,-117.1528998,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff9929d22a55:0x957ff0af082a569d!8m2!3d32.8365766!4d-117.1528998!16s%2Fg%2F1hhwyfvfd?hl=en&entry=ttu"
"Shell","2521 Pacific Hwy, San Diego, CA 92101","USD","Regular","7","$7.00","gallon","2023-10-03T09:18:47.000Z","USD","Midgrade","7.2","$7.20","gallon","2023-09-30T10:30:08.000Z","USD","Premium","7.3","$7.30","gallon","2023-10-02T15:17:31.000Z",,,,,,,"https://find.shell.com/us/fuel/10008237-2521-pacific-highway","(619) 233-4120","3.3","9","94","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7298865,-117.1736212,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954b4d4cb3373:0xeb9880a5726f9ed7!8m2!3d32.7298865!4d-117.1736212!16s%2Fg%2F1tdd5k5f?hl=en&entry=ttu"
"Mobil","10496 Clairemont Mesa Blvd, San Diego, CA 92124","USD","Regular","6","$6.00","gallon","2023-10-03T08:28:09.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-01T13:35:00.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-02T12:58:52.000Z","USD","Diesel","6.9","$6.90","gallon","2023-10-02T15:17:18.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-HJDINVESTMENTSIILLC-200310702?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 565-1627","4.3","8","65","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Mobil/@32.8297854,-117.1037291,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbfe3e320c311b:0xc9c37b8a929508ca!8m2!3d32.8297854!4d-117.1037291!16s%2Fg%2F1tf28_0j?hl=en&entry=ttu"
"Shell","3535 India St, San Diego, CA 92103","USD","Regular","6.8","$6.80","gallon","2023-10-03T11:52:38.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-10-01T21:08:03.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T10:36:54.000Z",,,,,,,"https://find.shell.com/us/fuel/10016486-3535-india-st","(619) 296-4673","3.7","7","91","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7397335,-117.1778504,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab324af4739f:0x786a7eee6f114ac8!8m2!3d32.7397335!4d-117.1778504!16s%2Fg%2F1hf2qgbzr?hl=en&entry=ttu"
"ARCO","8820 Clairemont Mesa Blvd, San Diego, CA 92123","USD","Regular","6.3","$6.30","gallon","2023-10-03T08:53:23.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T06:34:30.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T05:15:09.000Z","USD","Diesel","6.7","$6.70","gallon","2023-10-03T06:41:06.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(858) 569-0629","3.9","6","166","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.8319,-117.13779,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffb09d29329b:0xc55b4a41bf95c673!8m2!3d32.8319!4d-117.13779!16s%2Fg%2F1q6j83_lc?hl=en&entry=ttu"
"Shell","6695 Mira Mesa Blvd, San Diego, CA 92121","USD","Regular","6.5","$6.50","gallon","2023-10-03T05:34:21.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T09:43:04.000Z","USD","Premium","6.16","$6.16","gallon","2023-10-03T11:45:19.000Z","USD","Diesel","6.6","$6.60","gallon","2023-10-01T13:14:12.000Z","https://find.shell.com/us/fuel/10013480-6695-mira-mesa-blvd","(858) 642-0626","3.7","5","156","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.906571,-117.17469,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc07626f309f9b:0x5d11397538831a44!8m2!3d32.906571!4d-117.17469!16s%2Fg%2F1tf716vc?hl=en&entry=ttu"
"Fashion Valley Gas","6899 Friars Rd, San Diego, CA 92108","USD","Regular","6.4","$6.40","gallon","2023-10-02T15:18:06.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T14:04:00.000Z","USD","Premium","6.6","$6.60","gallon","2023-09-30T16:48:07.000Z",,,,,,,,"(619) 295-1169","4.2","2","136","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Fashion+Valley+Gas/@32.7683463,-117.1719233,17z/data=!3m1!4b1!4m6!3m5!1s0x80d955336c1a98a7:0x708407143a6c430c!8m2!3d32.7683463!4d-117.1719233!16s%2Fg%2F11bw1xjhgd?hl=en&entry=ttu"
"Summit Gasoline","3580 Sports Arena Blvd, San Diego, CA 92110","USD","Regular","6","$6.00","gallon","2023-10-02T08:56:09.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-09-27T04:14:59.000Z","USD","Premium","6.3","$6.30","gallon","2023-09-27T04:14:59.000Z","USD","Diesel","6.24","$6.24","gallon","2023-10-02T15:18:22.000Z",,"(619) 542-9355","4.2","1","265","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Summit+Gasoline/@32.7543485,-117.2133733,17z/data=!3m1!4b1!4m6!3m5!1s0x80deabec0c0352ff:0x6d7cb679e283059f!8m2!3d32.7543485!4d-117.2133733!16s%2Fg%2F11hz127b55?hl=en&entry=ttu"
"Thrifty","2502 Imperial Ave, San Diego, CA 92102","USD","Regular","6.2","$6.20","gallon","2023-10-01T16:23:58.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-09-28T02:59:13.000Z","USD","Premium","6.6","$6.60","gallon","2023-09-28T15:46:00.000Z",,,,,,,"https://www.thrifty.com/","(619) 702-4180","3.9","15","109","false","Gas station","gas station in 92101","https://www.google.com/maps/place/Thrifty/@32.7066227,-117.1399486,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9536e4a794429:0x238959182fb687d9!8m2!3d32.7066227!4d-117.1399486!16s%2Fg%2F1tmxwwpq?hl=en&entry=ttu"
"76","1606 Market St, San Diego, CA 92101","USD","Regular","6.4","$6.40","gallon","2023-10-03T10:52:41.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-03T10:52:41.000Z","USD","Premium","6.7","$6.70","gallon","2023-10-03T10:52:41.000Z",,,,,,,,"(619) 234-4436","3.9","5","8","false","Gas station","gas station in 92101","https://www.google.com/maps/place/76/@32.7117758,-117.1491264,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953674fa53da7:0x119d3aad16f67690!8m2!3d32.7117758!4d-117.1491264!16s%2Fg%2F11qbtrb6s2?hl=en&entry=ttu"
"Shell","16629 Dove Canyon Rd, San Diego, CA 92127","USD","Regular","6.4","$6.40","gallon","2023-10-03T08:11:54.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-10-01T07:10:36.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-03T04:13:34.000Z",,,,,,,"https://find.shell.com/us/fuel/10072064-16629-dove-canyon-rd","(858) 613-1315","2.8","3","71","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Shell/@33.015011,-117.1111909,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf71c5c8cf485:0xdf41f6beb9eb1672!8m2!3d33.015011!4d-117.1111909!16s%2Fg%2F1ptw0tj52?hl=en&entry=ttu"
"Chevron","16998 W Bernardo Dr, San Diego, CA 92127","USD","Regular","6.6","$6.60","gallon","2023-10-03T12:02:47.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T13:43:54.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-03T09:10:44.000Z",,,,,,,"http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 487-7455","1.3","2","27","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Chevron/@33.02373,-117.0826716,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf72a59f2f3c3:0x6aa15793b78255c4!8m2!3d33.02373!4d-117.0826716!16s%2Fg%2F1263f9dnj?hl=en&entry=ttu"
"76","17011 W Bernardo Dr, San Diego, CA 92127","USD","Regular","6.2","$6.20","gallon","2023-10-03T10:08:49.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-03T11:41:52.000Z","USD","Premium","6.55","$6.55","gallon","2023-10-02T09:45:43.000Z",,,,,,,"https://www.76.com/station/U76-CF-UNITED-APRO-LLC-2704703-0000880542?refer=psx_76","(858) 487-0076","3.5","1","117","false","Gas station","gas station in 92127","https://www.google.com/maps/place/76/@33.024128,-117.08178,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf72aed5b3c43:0x6dfe326a183e4aef!8m2!3d33.024128!4d-117.08178!16s%2Fg%2F11bbt5vd98?hl=en&entry=ttu"
"Shell","12174 Carmel Mountain Rd, San Diego, CA 92128","USD","Regular","6.35","$6.35","gallon","2023-10-03T11:26:20.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-03T06:51:45.000Z","USD","Premium","6.65","$6.65","gallon","2023-10-03T09:56:14.000Z","USD","Diesel","6.5","$6.50","gallon","2023-10-03T09:42:17.000Z","https://find.shell.com/us/fuel/10005854-12174-carmel-mountain-road","(858) 673-1024","2.8","19","32","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Shell/@32.9852999,-117.0760484,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf0aa788413dd:0x25d122b5ae5b6974!8m2!3d32.9852999!4d-117.0760484!16s%2Fg%2F1q5bn9m89?hl=en&entry=ttu"
"Chevron","11095 Carmel Mountain Rd, San Diego, CA 92129","USD","Regular","6.5","$6.50","gallon","2023-10-03T11:44:53.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-03T08:14:29.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-01T10:04:09.000Z",,,,,,,"https://www.chevronwithtechron.com/","(858) 672-7630","3.6","18","42","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Chevron/@32.9771047,-117.0901981,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9d609bba0cb:0xe24ae4c1b228b2a9!8m2!3d32.9771047!4d-117.0901981!16s%2Fg%2F1tvgvmv9?hl=en&entry=ttu"
"Shell","12507 Rancho Bernardo Rd, San Diego, CA 92128","USD","Regular","6.61","$6.61","gallon","2023-10-03T09:17:43.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-01T15:07:40.000Z","USD","Premium","6.9","$6.90","gallon","2023-10-02T18:25:27.000Z","USD","Diesel","6.8","$6.80","gallon","2023-10-01T15:07:40.000Z","https://find.shell.com/us/fuel/10005860-12507-rancho-bernardo-road","(858) 487-2555","2.6","10","14","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Shell/@33.0185122,-117.0604068,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf0c36c585d5b:0x8bcc7c7ca8a34733!8m2!3d33.0185122!4d-117.0604068!16s%2Fg%2F1z449_phg?hl=en&entry=ttu"
"Mobil","11898 Rancho Bernardo Rd, San Diego, CA 92128","USD","Regular","6.18","$6.18","gallon","2023-10-03T12:01:37.000Z","USD","Midgrade","6.38","$6.38","gallon","2023-10-03T12:01:37.000Z","USD","Premium","6.58","$6.58","gallon","2023-10-03T12:01:37.000Z","USD","Diesel","6.26","$6.26","gallon","2023-10-03T12:01:37.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-CIRCLEK09452-200310735?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 385-8996","4","6","141","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Mobil/@33.023197,-117.0747751,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf0d4159fee79:0x479a4f74ef03d257!8m2!3d33.023197!4d-117.0747751!16s%2Fg%2F124sqcs8q?hl=en&entry=ttu"
"Chevron","16757 Bernardo Center Dr, San Diego, CA 92128","USD","Regular","6.4","$6.40","gallon","2023-10-03T12:00:52.000Z","USD","Midgrade","6.59","$6.59","gallon","2023-10-03T07:12:56.000Z","USD","Premium","6.78","$6.78","gallon","2023-10-03T10:06:32.000Z",,,,,,,"https://www.chevronwithtechron.com/station/","(858) 487-3420","2.6","5","13","false","Gas station","gas station in 92127","https://www.google.com/maps/place/Chevron/@33.0181808,-117.075156,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf0d240349079:0xb266fbe8726a4b4b!8m2!3d33.0181808!4d-117.075156!16s%2Fg%2F1hhx71znp?hl=en&entry=ttu"
"ARCO","11891 Rancho Bernardo Rd, San Diego, CA 92128","USD","Regular","6.1","$6.10","gallon","2023-10-03T07:49:34.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-03T05:24:22.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-03T05:24:22.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(858) 487-1565","4","4","192","false","Gas station","gas station in 92127","https://www.google.com/maps/place/ARCO/@33.0226072,-117.0747998,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf0d411f21d75:0xf4831d3c4dc678e9!8m2!3d33.0226072!4d-117.0747998!16s%2Fg%2F1q6j4tpg2?hl=en&entry=ttu"
"Chevron","12929 Rancho Peñasquitos Blvd, San Diego, CA 92129","USD","Regular","6.3","$6.30","gallon","2023-10-03T12:19:09.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-03T06:10:23.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-03T06:10:23.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-03T06:10:23.000Z","https://rocketstores.com/","(858) 538-3004","3.6","1","11","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Chevron/@32.952343,-117.1076,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9bea51ccef3:0x6e99d723c04ef189!8m2!3d32.952343!4d-117.1076!16s%2Fg%2F11h6tyskcj?hl=en&entry=ttu"
"Shell","9205 Twin Trails Dr, San Diego, CA 92129","USD","Regular","6.3","$6.30","gallon","2023-10-03T08:59:28.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T06:15:00.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-02T15:26:56.000Z","USD","Diesel","6.6","$6.60","gallon","2023-10-03T04:12:00.000Z","https://find.shell.com/us/fuel/10005889-9205-twin-trails-drive","(858) 538-8409","3.6","2","30","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Shell/@32.956708,-117.1286562,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf8349ae171b3:0xd426a0f7572c37ad!8m2!3d32.956708!4d-117.1286562!16s%2Fg%2F1tmxr9m_?hl=en&entry=ttu"
"Chevron","9936 Mercy Rd, San Diego, CA 92129","USD","Regular","6.4","$6.40","gallon","2023-10-03T11:24:30.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-03T06:09:33.000Z","USD","Premium","6.78","$6.78","gallon","2023-10-03T11:32:37.000Z",,,,,,,"http://www.chevronwithtechron.com/stations/station-finder.aspx","(858) 271-8759","2.5","14","21","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Chevron/@32.9376421,-117.1128252,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9a64ba762f1:0x32983da4aae30f43!8m2!3d32.9376421!4d-117.1128252!16s%2Fg%2F1v_vt5_p?hl=en&entry=ttu"
"Mobil","9370 Paseo Montalban, San Diego, CA 92129","USD","Regular","6.22","$6.22","gallon","2023-10-03T07:54:08.000Z","USD","Midgrade","6.42","$6.42","gallon","2023-10-02T09:25:03.000Z","USD","Premium","6.62","$6.62","gallon","2023-09-30T18:32:01.000Z",,,,,,,"https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-CIRCLEK09423-200310706?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 484-1248","4.1","9","60","false","Gas station","gas station in 92129","https://www.google.com/maps/place/Mobil/@32.9590162,-117.1237876,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbf9cc8f41f53b:0xbde8cfcee850337e!8m2!3d32.9590162!4d-117.1237876!16s%2Fg%2F1tdftfh_?hl=en&entry=ttu"
